time,E_pot,E_kin,T
0.0,-1164.3490018742332,395.89904189007746,1.03098708825541
0.01,-1163.9703556306108,366.0722725014349,0.9533132096391533
0.02,-1164.094431080076,331.81334051879,0.864097240934349
0.03,-1164.0832839662723,372.67625952436276,0.9705110925113614
0.04,-1164.0484688579722,364.86654639890924,0.9501732979138261
0.05,-1163.2262886533276,389.3214074109602,1.0138578317993756
0.06,-1162.946789722273,367.15437763318414,0.9561311917530837
0.07,-1163.142812400002,395.8387572830525,1.0308300970912825
0.08,-1163.0947392840035,385.921550289375,1.005004037211914
0.09,-1162.9425842222438,397.6763703608327,1.0356155478146685
0.1,-1163.4559423767453,379.06403404862647,0.9871459220016314
0.11,-1163.5840921982895,386.74323573123115,1.0071438430500812
0.12,-1162.1920926001471,395.3978100548207,1.0296817970177623
0.13,-1161.4803993003343,366.1960258527148,0.9536354839914448
0.14,-1160.5237871866557,376.4695461178245,0.980389443015168
0.15,-1159.0829869675995,376.113589027784,0.9794624714265208
0.16,-1158.9583352237505,391.6313693592932,1.0198733577064927
0.17,-1158.3696907068856,393.38785246514135,1.0244475324613056
0.18,-1158.0389214358192,393.15747114976904,1.0238475811191903
0.19,-1157.8920709024287,388.2052698399232,1.0109512235414666
0.2,-1156.279627533026,423.73873719322864,1.103486294774033
0.21,-1155.2516481817347,407.0974849819083,1.0601497004737195
0.22,-1153.5445162758583,380.143604186824,0.9899573025698541
0.23,-1151.70124985741,376.9827009831783,0.9817257838103601
0.24,-1148.7782007028807,371.2997593417067,0.9669264566190279
0.25,-1145.81251216526,339.1338043192094,0.8831609487479412
0.26,-1143.1029592418167,376.1888955235918,0.979658582092687
0.27,-1140.1501088641446,388.41188208084156,1.0114892762521916
0.28,-1138.3142065628613,414.0737669557085,1.0783171014471575
0.29,-1136.8849191475688,415.33203365232396,1.0815938376362604
0.3,-1135.8806409913625,405.0415892877602,1.0547958054368756
0.31,-1136.99202445408,409.78264051868143,1.0671422930173995
0.32,-1137.080614596101,384.6079054754109,1.0015830871755493
0.33,-1137.12818910649,353.098310158932,0.9195268493722187
0.34,-1138.373680546379,330.71857774706257,0.8612462962163088
0.35000000000000003,-1138.8975343884877,348.45646962562853,0.9074387229834077
0.36,-1138.6751837447746,338.8511945432714,0.8824249857897692
0.37,-1136.9511770035697,377.6138233025831,0.9833693315171436
0.38,-1136.5316422093524,362.40580069389136,0.9437651059736755
0.39,-1135.5827518904541,356.21853277985565,0.9276524291142074
0.4,-1134.2431619695074,368.10719809042087,0.9586124950271376
